,cluster
112182,5
86215,1
38696,5
155220,2
99116,7
43738,3
256470,8
48298,2
91146,4
201885,0
53674,3
30302,1
158786,3
285016,0
2388,1
259306,8
188741,8
269540,4
121413,1
16732,7
89214,2
183254,5
202600,6
136531,8
56995,2
111631,5
141648,0
120713,8
228719,4
142052,6
210916,0
245804,1
196160,7
217396,5
25121,7
14091,5
59213,4
293874,8
153795,1
175420,0
263535,0
46110,1
132012,2
140861,4
174375,7
259098,3
229640,6
134493,0
108313,0
205695,4
231313,1
57776,2
284071,2
267874,8
181936,1
162395,2
295850,6
228595,4
89339,2
169041,4
44093,8
172411,1
6354,7
208644,5
294949,7
162144,2
120051,3
46762,5
287670,3
63090,8
101594,0
281827,2
25111,7
180818,3
13213,1
178322,2
69955,6
72184,1
114423,0
41820,0
173256,5
215919,3
212561,8
62460,3
254633,2
146032,7
197202,0
99109,7
239036,1
100412,4
237780,6
297121,2
151311,4
189392,1
59851,0
85742,8
21697,8
179321,4
65319,5
79382,1
206213,0
30131,1
164836,0
279263,7
28194,6
162259,2
108458,0
19453,6
221297,0
98731,2
111214,1
54542,8
128469,8
90104,7
183105,5
94926,3
44956,8
208759,5
212400,3
104147,8
231256,1
223194,5
158702,3
124776,7
185358,4
204462,5
11098,8
57542,2
240907,0
140709,4
15478,2
141605,0
157265,0
9840,6
112825,2
81805,7
53549,3
122503,5
190788,2
272725,3
130946,5
270252,6
240790,0
189333,1
244050,4
67599,4
17884,4
109548,6
10780,3
160973,5
218634,0
172182,1
228388,7
33838,4
222594,1
283248,8
40099,7
94524,3
173181,5
48310,2
72148,1
98176,2
15279,2
245575,8
98195,2
149530,1
238930,1
1131,8
79016,1
265524,5
219489,8
179024,7
114504,0
70569,3
182400,1
144451,5
266204,7
238353,3
97097,5
274222,4
35388,3
59887,0
169215,4
106045,2
272406,6
27107,0
299747,0
235804,5
292587,4
257690,2
286742,7
288729,5
285393,3
173643,2
48413,2
151834,0
295305,4
87450,5
179529,4
194983,1
150681,2
231505,5
97280,5
219297,3
100910,4
99173,7
28702,6
123727,2
121258,1
238757,8
275606,1
107784,4
47810,2
135773,3
296227,8
127353,6
286125,5
50297,4
148831,8
281902,7
183575,5
222665,1
250615,5
180757,3
61780,3
298427,8
2268,1
247619,4
67524,7
124924,7
250960,2
2997,1
247294,7
236138,2
231785,5
152447,6
120128,3
280485,3
171328,8
100848,4
171295,8
231826,5
122112,1
17795,4
218557,0
176517,3
121991,1
229053,0
176386,3
101888,6
183826,2
40897,4
228876,4
44997,1
63364,8
293713,8
200452,2
29484,8
139210,2
51394,0
53759,3
42535,6
249848,1
90532,7
230963,1
170714,6
47724,2
37407,1
154149,1
100788,4
29047,3
72524,1
115707,3
176215,6
123426,2
195773,2
262919,7
258705,6
273980,7
6922,4
204796,2
274799,3
237595,0
114295,0
118510,4
